brokertitle,type,beds,bath,propertysqft,address,state,main_address,administrative_area_level_2,locality,sublocality,street_name,long_name,formatted_address,latitude,longitude,price
Brokered by Keller Williams Rlty Landmark,Pending,1,1.0,750.0,12-05 Estates Ln Unit 231-1,"Bayside, NY 11360","12-05 Estates Ln Unit 231-1Bayside, NY 11360",New York,Queens County,Queens,Bayside,5-Dec,"12-5 Estates Ln #231, Bayside, NY 11360, USA",40.788818,-73.7867657,498888
Brokered by Serhant,Co-op for sale,5,4.0,5500.0,38 W 26th St Unit 9TH,"New York, NY 10010","38 W 26th St Unit 9THNew York, NY 10010",New York,New York County,New York,Manhattan,38,"38 W 26th St #9d, New York, NY 10010, USA",40.7442721,-73.9907621,8995000
Brokered by EBMG LLC,Co-op for sale,2,1.0,2184.207862,8377 Woodhaven Blvd Apt 2B,"Woodhaven, NY 11421","8377 Woodhaven Blvd Apt 2BWoodhaven, NY 11421",New York,Queens County,Queens,Woodhaven,8377,"8377 Woodhaven Blvd Apt 2d, Woodhaven, NY 11421, USA",40.6999899,-73.8539,219000
Brokered by Corcoran Park Avenue South,Condo for sale,2,1.0,1080.0,9511 Shore Rd Apt 602,"Brooklyn, NY 11209","9511 Shore Rd Apt 602Brooklyn, NY 11209",New York,Kings County,Brooklyn,Fort Hamilton,9511,"9511 Shore Rd APT 602, Brooklyn, NY 11209, USA",40.6163434,-74.0377889,1199000
Brokered by TREBACH REALTY INC,House for sale,8,4.0,2184.207862,4970 Independence Ave,"Bronx, NY 10471","4970 Independence AveBronx, NY 10471",United States,New York,Bronx County,The Bronx,Independence Avenue,"4970 Independence Ave, Bronx, NY 10471, USA",40.8984527,-73.9105843,3250000
Brokered by COMPASS,Condo for sale,2,2.0,1434.0,380 Lenox Ave Unit 4B,"Manhattan, NY 10027","380 Lenox Ave Unit 4BManhattan, NY 10027",New York,New York County,New York,Manhattan,380,"380 Lenox Ave #4b, New York, NY 10037, USA",40.810446,-73.943187,1250000
Brokered by Habitat Realty Of New York Inc,Co-op for sale,1,1.0,2184.207862,150-29 70 Rd Unit 30A,"Flushing, NY 11378","150-29 70 Rd Unit 30AFlushing, NY 11378",New York,Queens County,Queens,Flushing,15029,"15029 70th Rd # 30b, Flushing, NY 11367, USA",40.7298599,-73.81851,290000
Brokered by Keller Williams NYC,Co-op for sale,3,1.0,1020.0,35-20 82nd St Unit 41,"Queens, NY 11372","35-20 82nd St Unit 41Queens, NY 11372",New York,Queens County,Queens,Jackson Heights,3520,"3520 82nd St Apt 41, Jackson Heights, NY 11372, USA",40.7517899,-73.88467,549999
Brokered by Ditommaso Real Estate,Pending,3,2.0,1170.0,10 Neal Dow Ave,"Staten Island, NY 10314","10 Neal Dow AveStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,Neal Dow Avenue,"10 Neal Dow Ave, Staten Island, NY 10314, USA",40.6222601,-74.1349837,769000
Brokered by Ubiq,Co-op for sale,2,1.0,2184.207862,655 Riverside Dr Apt 5A,"New York, NY 10031","655 Riverside Dr Apt 5ANew York, NY 10031",New York,New York County,New York,Manhattan,655,"655 Riverside Dr #5a, New York, NY 10031, USA",40.8255972,-73.9529963,310000
Brokered by Exp Realty,Multi-family home for sale,6,4.0,3059.0,68 Clifton Pl,"Brooklyn, NY 11238","68 Clifton PlBrooklyn, NY 11238",United States,New York,Kings County,Brooklyn,Clifton Place,"68 Clifton Pl, Brooklyn, NY 11238, USA",40.6877385,-73.9618932,3250000
Brokered by Brown Harris Stevens - 1926 Broadway,Co-op for sale,3,3.0,1750.0,789 W End Ave Unit 1A2,"Manhattan, NY 10025","789 W End Ave Unit 1A2Manhattan, NY 10025",New York,New York County,New York,Manhattan,789,"789 West End Ave #1a2, New York, NY 10025, USA",40.7971343,-73.9722076,1395000
Brokered by Keller Williams Realty Liberty,Multi-family home for sale,6,3.0,1872.0,59-38 Linden St,"Ridgewood, NY 11385","59-38 Linden StRidgewood, NY 11385",United States,New York,Queens County,Queens,Linden Street,"59-38 Linden St, Flushing, NY 11385, USA",40.7086372,-73.9026067,998000
Brokered by Corcoran SoHo,Co-op for sale,2,2.0,1150.0,8 Magnolia Pl # 8,"Bronx, NY 10465","8 Magnolia Pl # 8Bronx, NY 10465",United States,New York,Bronx County,The Bronx,Magnolia Place,"8 Magnolia Pl, Bronx, NY 10465, USA",40.8131429,-73.808397,400000
Brokered by RE MAX Distinguished Homes & Properties,Multi-family home for sale,5,2.0,1600.0,2951 Harding Ave,"Bronx, NY 10465","2951 Harding AveBronx, NY 10465",United States,New York,Bronx County,The Bronx,Harding Avenue,"2951 Harding Ave, Bronx, NY 10465, USA",40.8166622,-73.8139448,775000
Brokered by Corcoran Brooklyn Heights,House for sale,3,2.3738608579684373,2184.207862,450 Front St,"Staten Island, NY 10304","450 Front StStaten Island, NY 10304",United States,New York,Richmond County,Staten Island,Front Street,"450 Front St, Staten Island, NY 10304, USA",40.626225,-74.0745645,6700000
Brokered by RE/MAX Team,Co-op for sale,3,1.0,2184.207862,90-11 35 Ave Unit 1H,"Jackson Heights, NY 11372","90-11 35 Ave Unit 1HJackson Heights, NY 11372",New York,Queens County,Queens,Jackson Heights,9011,"9011 35th Ave Apt 1f, Jackson Heights, NY 11372, USA",40.7525699,-73.87724,189000
Brokered by Keller Williams NYC,Multi-family home for sale,6,4.0,2565.0,794 Bergen St,"Brooklyn, NY 11238","794 Bergen StBrooklyn, NY 11238",United States,New York,Kings County,Brooklyn,Bergen Street,"794 Bergen St, Brooklyn, NY 11238, USA",40.6778716,-73.9615757,1900000
Brokered by Brown Harris Stevens - 1926 Broadway,Co-op for sale,3,2.0,2184.207862,80 Gold St Apt 3B,"Manhattan, NY 10038","80 Gold St Apt 3BManhattan, NY 10038",New York,New York County,New York,Manhattan,80,"80 Gold St #3b, New York, NY 10038, USA",40.7093215,-74.003525,1095000
Brokered by Keller Williams NYC,Condo for sale,1,1.0,738.0,11 Windham Loop Apt 2GG,"Staten Island, NY 10314","11 Windham Loop Apt 2GGStaten Island, NY 10314",New York,Richmond County,Staten Island,New Springville,11,"11 Windham Loop #2g, Staten Island, NY 10314, USA",40.5781826,-74.1626869,350000
Brokered by COMPASS,Co-op for sale,1,1.0,2184.207862,340 Haven Ave Apt 6A,"Manhattan, NY 10033","340 Haven Ave Apt 6AManhattan, NY 10033",New York,New York County,New York,Manhattan,340,"340 Haven Ave Apt 6f, New York, NY 10033, USA",40.8510315,-73.9416561,350000
Brokered by Soverign Homes Realty Inc,House for sale,3,2.3738608579684373,2184.207862,125-15 Defoe St,"Queens, NY 11413","125-15 Defoe StQueens, NY 11413",United States,New York,Queens County,Queens,Defoe Street,"125-15 Defoe St, Jamaica, NY 11413, USA",40.681047,-73.754428,450000
Brokered by Steven Corcoran Real Estate LLC - Steven Corcoran Real Estate TudorCity.com,Co-op for sale,3,1.0,250.0,314 E 41st St Apt 303B,"New York, NY 10017","314 E 41st St Apt 303BNew York, NY 10017",New York,New York County,New York,Manhattan,314,"314 E 41st St Apt 303b, New York, NY 10017, USA",40.7488879,-73.9723947,339000
Brokered by Redfin Real Estate,Co-op for sale,2,1.0,2184.207862,332 W 101st St Apt 2R,"New York, NY 10025","332 W 101st St Apt 2RNew York, NY 10025",New York,New York County,New York,Manhattan,332,"332 W 101st St #2r, New York, NY 10025, USA",40.798761,-73.9721556,650000
Brokered by qvtopservice,House for sale,3,2.0,2000.0,114-30 202nd St,"Saint Albans, NY 11412","114-30 202nd StSaint Albans, NY 11412",United States,New York,Queens County,Queens,202nd Street,"114-30 202nd St, Jamaica, NY 11412, USA",40.6995553,-73.7527095,649000
"Brokered by Robert DeFalco Realty, Inc.",Multi-family home for sale,3,4.0,2016.0,38 Edgar Ter,"Staten Island, NY 10301","38 Edgar TerStaten Island, NY 10301",United States,New York,Richmond County,Staten Island,Edgar Terrace,"38 Edgar Terrace, Staten Island, NY 10301, USA",40.6351047,-74.0818972,999888
Brokered by Coordinate,House for sale,3,2.0,2049.0,134 E 35th St,"Brooklyn, NY 11203","134 E 35th StBrooklyn, NY 11203",United States,New York,Kings County,Brooklyn,East 35th Street,"134 E 35th St, Brooklyn, NY 11203, USA",40.6520971,-73.9451094,1250000
Brokered by Ldm Real Estate Llc,Pending,4,3.0,2880.0,1307 157th St,"Whitestone, NY 11357","1307 157th StWhitestone, NY 11357",United States,New York,Queens County,Queens,157th Street,"13-07 157th St, Flushing, NY 11357, USA",40.7897224,-73.8045254,1688000
Brokered by COMPASS,Condo for sale,2,2.0,1050.0,159 W 53rd St Apt 36B,"Manhattan, NY 10019","159 W 53rd St Apt 36BManhattan, NY 10019",New York,New York County,New York,Manhattan,159,"159 W 53rd St #36b, New York, NY 10019, USA",40.7629277,-73.9813818,1225000
Brokered by Corcoran Long Island City,Condo for sale,2,2.0,1025.0,1215 Broadway Apt 320,"Queens, NY 11106","1215 Broadway Apt 320Queens, NY 11106",United States,New York,Queens County,Queens,Broadway,"12-15 Broadway, Long Island City, NY 11106, USA",40.7669131,-73.9342893,950000
Brokered by East Coast REALTORS Inc,Multi-family home for sale,3,2.0,2184.207862,45-01 Utopia Pkwy,"Flushing, NY 11358","45-01 Utopia PkwyFlushing, NY 11358",United States,New York,Queens County,Queens,Utopia Parkway,"45-01 Utopia Pkwy, Flushing, NY 11358, USA",40.7554032,-73.7924388,1290000
Brokered by Douglas Elliman - 575 Madison Ave,Townhouse for sale,5,6.0,8725.0,10 E 64th St,"New York, NY 10065","10 E 64th StNew York, NY 10065",United States,New York,New York County,New York,East 64th Street,"10 E 64th St, New York, NY 10065, USA",40.7669348,-73.9701575,22500000
Brokered by RE MAX Real Estate Professionals,Multi-family home for sale,5,2.0,1750.0,2339 Brigham St,"Brooklyn, NY 11229","2339 Brigham StBrooklyn, NY 11229",United States,New York,Kings County,Brooklyn,Brigham Street,"2339 Brigham St, Brooklyn, NY 11229, USA",40.5956263,-73.933927,799900
Brokered by Yaos Realty Llc,Multi-family home for sale,8,5.0,2184.207862,185 Throggs Neck Blvd,"Bronx, NY 10465","185 Throggs Neck BlvdBronx, NY 10465",United States,New York,Bronx County,The Bronx,Throgs Neck Boulevard,"185 Throgs Neck Blvd, Bronx, NY 10465, USA",40.8167119,-73.8127515,1080000
"Brokered by BEN BAY REALTY, CO.",House for sale,4,2.0,1580.0,1268 76th St,"Brooklyn, NY 11228","1268 76th StBrooklyn, NY 11228",United States,New York,Kings County,Brooklyn,76th Street,"1268 76th St, Brooklyn, NY 11228, USA",40.6198659,-74.0087151,1188000
Brokered by COMPASS,Condo for sale,4,4.0,5000.0,443 Greenwich St Ph E,"Manhattan, NY 10013","443 Greenwich St Ph EManhattan, NY 10013",New York,New York County,New York,Manhattan,443,"443 Greenwich St Ph E, New York, NY 10013, USA",40.7229769,-74.0093524,28000000
Brokered by Corcoran Chelsea/Flatiron,Co-op for sale,3,2.0,1700.0,205 E 63rd St Apt 6B,"New York, NY 10065","205 E 63rd St Apt 6BNew York, NY 10065",New York,New York County,New York,Manhattan,205,"205 E 63rd St #6b, New York, NY 10065, USA",40.7640501,-73.964336,925000
Brokered by Corcoran Chelsea/Flatiron,Co-op for sale,3,1.0,2184.207862,61 Jane St Apt 6N,"New York, NY 10014","61 Jane St Apt 6NNew York, NY 10014",New York,New York County,New York,Manhattan,61,"61 Jane St #6n, New York, NY 10014, USA",40.7382981,-74.0058899,895000
Brokered by Corcoran Park Avenue South,Condo for sale,3,2.0,1708.0,500 Park Ave # 16D,"New York, NY 10022","500 Park Ave # 16DNew York, NY 10022",New York,New York County,New York,Manhattan,500,"500 Park Ave #16a, New York, NY 10022, USA",40.7629604,-73.9705452,2195000
Brokered by Elegran Real Estate And Development,House for sale,2,2.0,1144.0,4 78th St,"Brooklyn, NY 11209","4 78th StBrooklyn, NY 11209",United States,New York,Kings County,Brooklyn,78th Street,"4 78th St, Brooklyn, NY 11209, USA",40.6314389,-74.0378384,1175000
Brokered by BRISMAN REALTY,Co-op for sale,1,1.0,660.0,1717 E 14th St Unit 2H,"Brooklyn, NY 11229","1717 E 14th St Unit 2HBrooklyn, NY 11229",New York,Kings County,Brooklyn,Homecrest,1717,"1717 E 14th St #2h, Brooklyn, NY 11229, USA",40.6077014,-73.958782,319999
Brokered by Higgins Realty Group Llc,Multi-family home for sale,5,3.0,1720.0,595 E 84th St,"Brooklyn, NY 11236","595 E 84th StBrooklyn, NY 11236",United States,New York,Kings County,Brooklyn,East 84th Street,"595 E 84th St, Brooklyn, NY 11236, USA",40.6408696,-73.9139282,865000
Brokered by Century 21 Realty First,Land for sale,3,2.3738608579684373,2184.207862,4515 Avenue N Lot 5,"Brooklyn, NY 11234","4515 Avenue N Lot 5Brooklyn, NY 11234",New York,Kings County,Brooklyn,Flatlands,4515,"4515 Avenue N #5, Brooklyn, NY 11234, USA",40.618915,-73.931211,5800
Brokered by Ben Bay Rlty Of Marine Pk Llc,Co-op for sale,1,1.0,570.0,160 72nd St Apt 791,"Brooklyn, NY 11209","160 72nd St Apt 791Brooklyn, NY 11209",New York,Kings County,Brooklyn,Bay Ridge,160,"160 72nd St Apt 791, Brooklyn, NY 11209, USA",40.6343667,-74.0311335,259000
Brokered by COMPASS,Townhouse for sale,7,5.0,6360.0,39 S Portland Ave,"Brooklyn, NY 11217","39 S Portland AveBrooklyn, NY 11217",United States,New York,Kings County,Brooklyn,South Portland Avenue,"39 S Portland Ave, Brooklyn, NY 11217, USA",40.6884736,-73.9747288,5800000
Brokered by Akcess24homes Inc,Condo for sale,2,1.0,2184.207862,97-52 75th St Unit B42,"Ozone Park, NY 11416","97-52 75th St Unit B42Ozone Park, NY 11416",United States,New York,Queens County,Queens,75th Street,"97-52 75th St, Ozone Park, NY 11416, USA",40.6797517,-73.8624978,349000
Brokered by BESMATCH REAL ESTATE,Co-op for sale,1,1.0,850.0,1185 Anderson Ave Apt 2C,"Bronx, NY 10452","1185 Anderson Ave Apt 2CBronx, NY 10452",New York,Bronx County,The Bronx,Highbridge,1185,"1185 Anderson Ave #2c, Bronx, NY 10452, USA",40.8366623,-73.9239586,99000
Brokered by Brown Harris Stevens - 445 Park Avenue,Co-op for sale,2,2.0,2184.207862,1060 Park Avenue Ave Unit 2G,"Manhattan, NY 10128","1060 Park Avenue Ave Unit 2GManhattan, NY 10128",New York,New York County,New York,Manhattan,1060,"1060 Park Ave #2b, New York, NY 10128, USA",40.7812136,-73.9570373,1460000
Brokered by Byson Real Estate Company - Byson Real Estate Company,Condo for sale,2,2.0,1329.0,5-30 47th Ave Unit 1B,"Queens, NY 11101","5-30 47th Ave Unit 1BQueens, NY 11101",New York,Queens County,Queens,Long Island City,30-May,"5-30 47th Ave #1b, Long Island City, NY 11101, USA",40.745483,-73.954465,1525000
"Brokered by Nest Seekers International, Midtown",Condo for sale,1,2.3738608579684373,2184.207862,3 Court Sq W,"Queens, NY 11101","3 Court Sq WQueens, NY 11101",United States,New York,Queens County,Queens,Court Square West,"3 Ct Square W, Long Island City, NY 11101, USA",40.7478785,-73.9444755,660400
Brokered by Elite Real Estate Group 1 Llc,Multi-family home for sale,6,17.0,12733.0,2245 Creston Ave,"Bronx, NY 10453","2245 Creston AveBronx, NY 10453",United States,New York,Bronx County,The Bronx,Creston Avenue,"2245 Creston Ave, Bronx, NY 10453, USA",40.8569296,-73.9016966,4195000
Brokered by Berkshire Hathaway,Pending,3,2.0,1100.0,1259 Grant Ave Apt 5H,"Bronx, NY 10456","1259 Grant Ave Apt 5HBronx, NY 10456",New York,Bronx County,The Bronx,Concourse Village,1259,"1259 Grant Ave #5h, Bronx, NY 10456, USA",40.8344217,-73.914718,199000
Brokered by EXP Realty - HAUPPAUGE,House for sale,3,2.0,2184.207862,132-11 Centreville St,"Ozone Park, NY 11417","132-11 Centreville StOzone Park, NY 11417",United States,New York,Queens County,Queens,Centerville Street,"132-11 Centerville St, Ozone Park, NY 11417, USA",40.6765364,-73.8351774,625000
Brokered by Homedax Real Estate Llc,Co-op for sale,2,1.0,2184.207862,414 61st St Apt 4A,"Brooklyn, NY 11220","414 61st St Apt 4ABrooklyn, NY 11220",New York,Kings County,Brooklyn,Sunset Park,414,"414 61st St #4a, Brooklyn, NY 11220, USA",40.6397364,-74.0186847,350000
Brokered by Akcess24homes Inc,Multi-family home for sale,6,5.0,2184.207862,97-19 63rd Dr,"Rego Park, NY 11374","97-19 63rd DrRego Park, NY 11374",United States,New York,Queens County,Queens,63rd Drive,"97-19 63rd Dr, Rego Park, NY 11374, USA",40.7308373,-73.8599677,2099000
Brokered by Cypress Estates Realty LLC,Multi-family home for sale,6,4.0,2184.207862,215-20 104th Ave,"Queens Village, NY 11429","215-20 104th AveQueens Village, NY 11429",United States,New York,Queens County,Queens,104th Avenue,"215-20 104th Ave, Queens Village, NY 11429, USA",40.7118837,-73.742941,999990
Brokered by Corcoran East Side,Condo for sale,4,4.0,2863.0,126 E 86th St # 16A,"New York, NY 10028","126 E 86th St # 16ANew York, NY 10028",New York,New York County,New York,Manhattan,126,"126 East 86th St #16a, New York, NY 10028, USA",40.7794854,-73.9561419,8525000
"Brokered by Judy Z Etman, Realtor",Co-op for sale,2,1.0,850.0,160 72nd St Apt 758,"Brooklyn, NY 11209","160 72nd St Apt 758Brooklyn, NY 11209",New York,Kings County,Brooklyn,Bay Ridge,160,"160 72nd St Apt 758, Brooklyn, NY 11209, USA",40.6343667,-74.0311335,429000
"Brokered by Robert DeFalco Realty, Inc.",Condo for sale,2,1.0,1296.0,26 Katan Loop Unit B,"Staten Island, NY 10308","26 Katan Loop Unit BStaten Island, NY 10308",United States,New York,Richmond County,Staten Island,Katan Loop,"26 Katan Loop, Staten Island, NY 10308, USA",40.5527755,-74.1539297,475000
Brokered by Madison Estates Sotheby's International Realty,Co-op for sale,3,1.0,1100.0,1075 Ocean Pkwy Apt 1C,"Brooklyn, NY 11230","1075 Ocean Pkwy Apt 1CBrooklyn, NY 11230",New York,Kings County,Brooklyn,Midwood,1075,"1075 Ocean Pkwy #1c, Brooklyn, NY 11230, USA",40.622324,-73.9695073,215000
Brokered by COMPASS,Co-op for sale,1,1.0,2184.207862,222 E 80th St Apt 3A,"Manhattan, NY 10075","222 E 80th St Apt 3AManhattan, NY 10075",New York,New York County,New York,Manhattan,222,"222 E 80th St #3a, New York, NY 10075, USA",40.77435,-73.955879,599000
"Brokered by Tom Crimmins Realty, Ltd.",House for sale,5,2.0,1870.0,18 Albion Pl,"Staten Island, NY 10302","18 Albion PlStaten Island, NY 10302",United States,New York,Richmond County,Staten Island,Albion Place,"18 Albion Pl, Staten Island, NY 10302, USA",40.6329148,-74.1328734,768000
Brokered by Corcoran East Side,Co-op for sale,4,4.0,2184.207862,1050 Fifth Ave Apt 17D,"New York, NY 10028","1050 Fifth Ave Apt 17DNew York, NY 10028",New York,New York County,New York,Manhattan,1050,"1050 5th Ave #17d, New York, NY 10028, USA",40.7816743,-73.9600313,6995000
"Brokered by Tom Crimmins Realty, Ltd.",House for sale,2,2.0,1260.0,40 Lander Ave,"Staten Island, NY 10314","40 Lander AveStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,Lander Avenue,"40 Lander Ave, Staten Island, NY 10314, USA",40.6131085,-74.1603745,748888
NoBroker,Co-op for sale,2,2.0,1200.0,3060 Ocean Ave Apt 6P,"Brooklyn, NY 11235","3060 Ocean Ave Apt 6PBrooklyn, NY 11235",New York,Kings County,Brooklyn,Sheepshead Bay,3060,"3060 Ocean Ave #6p, Brooklyn, NY 11235, USA",40.5866451,-73.949452,515000
Brokered by New Concept Sheiks Realty Inc.,House for sale,3,2.0,1782.0,3080 Coddington Ave,"Bronx, NY 10461","3080 Coddington AveBronx, NY 10461",United States,New York,Bronx County,The Bronx,Coddington Avenue,"3080 Coddington Ave, Bronx, NY 10461, USA",40.8411589,-73.8265147,549990
Brokered by Serhant,Condo for sale,1,2.0,1117.0,345 W 14th St Apt 3E,"New York, NY 10014","345 W 14th St Apt 3ENew York, NY 10014",New York,New York County,New York,Manhattan,345,"345 W 14th St #3e, New York, NY 10011, USA",40.7408927,-74.0044465,1950000
Brokered by Momentum Real Estate LLC,Multi-family home for sale,6,3.0,2100.0,15 Spratt Ave,"Staten Island, NY 10306","15 Spratt AveStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,Spratt Avenue,"15 Spratt Ave, Staten Island, NY 10306, USA",40.5586967,-74.1351001,898000
Brokered by Corcoran West Side Gallery,Condo for sale,3,4.0,2456.0,360 E 88th St Ph 2B,"New York, NY 10128","360 E 88th St Ph 2BNew York, NY 10128",New York County,New York,Manhattan,East 88th Street,1st Avenue,"1st Avenue, 360 E 88th St Ph 2B, New York, NY 10128, USA",40.7781672,-73.9489094,3995000
